dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,23.628775,7.801765,21.406699,2.379237,-5.072802,1.542375,0.072444
0.020000,23.674236,7.804863,21.452266,2.278326,-5.045535,1.363372,0.063608
0.020000,23.717718,7.807447,21.495824,2.177939,-5.019362,1.308621,0.055109
0.020000,23.759224,7.809567,21.537384,2.077989,-4.997481,1.094078,0.046957
0.020000,23.798756,7.811271,21.576953,1.978435,-4.977685,0.989762,0.039160
0.020000,23.836316,7.812603,21.614537,1.879203,-4.961615,0.803544,0.031724
0.020000,23.871908,7.813606,21.650143,1.780296,-4.945379,0.811776,0.024656
0.020000,23.905533,7.814323,21.683775,1.681608,-4.934374,0.550264,0.017959
0.020000,23.937192,7.814791,21.715438,1.583136,-4.923589,0.539228,0.011639
0.020000,23.966889,7.815049,21.745135,1.484885,-4.912589,0.549988,0.005698
0.020000,23.994623,7.815130,21.772870,1.386741,-4.907157,0.271637,0.000140
0.020000,24.020398,7.815067,21.798645,1.288754,-4.899366,0.389512,6.278153
0.020000,24.044215,7.814890,21.822462,1.190863,-4.894572,0.239722,6.273368
0.020000,24.066074,7.814627,21.844324,1.093056,-4.890351,0.211049,6.268971
0.020000,24.085978,7.814305,21.864229,0.995287,-4.888416,0.096771,6.264965
0.020000,24.103926,7.813945,21.882181,0.897588,-4.884945,0.173516,6.261350
0.020000,24.119920,7.813570,21.898180,0.799941,-4.882368,0.128879,6.258127
0.020000,24.133961,7.813198,21.912226,0.702304,-4.881877,0.024542,6.255296
0.020000,24.146050,7.812846,21.924320,0.604682,-4.881087,0.039470,6.252858
0.020000,24.156186,7.812528,21.934461,0.507084,-4.879903,0.059217,6.250813
0.020000,24.164372,7.812256,21.942651,0.409504,-4.878979,0.046185,6.249162
0.020000,24.170607,7.812040,21.948890,0.311939,-4.878268,0.035589,6.247904
0.020000,24.174891,7.811887,21.953177,0.214328,-4.880540,-0.113632,6.247039
0.020000,24.177225,7.811802,21.955513,0.116788,-4.877009,0.176578,6.246568
0.020000,24.178001,7.811774,21.956289,0.038800,-3.899383,48.881285,6.246411
0.020000,24.178097,7.811770,21.956385,0.004800,-1.700000,109.969160,6.246392
0.020000,24.178097,7.811770,21.956385,0.000000,-0.240007,72.999622,6.246392
