dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,21.232471,9.339551,18.950376,4.385178,0.654773,-0.030092,0.342428
0.020000,21.315443,9.368765,19.038341,4.398244,0.653297,-0.073776,0.334619
0.020000,21.398891,9.397404,19.126567,4.411271,0.651347,-0.097492,0.326555
0.020000,21.482816,9.425442,19.215052,4.424245,0.648675,-0.133615,0.318236
0.020000,21.567221,9.452849,19.303795,4.437150,0.645237,-0.171915,0.309664
0.020000,21.652106,9.479598,19.392794,4.449966,0.640839,-0.219866,0.300841
0.020000,21.737469,9.505660,19.482047,4.462678,0.635586,-0.262691,0.291769
0.020000,21.823310,9.531008,19.571553,4.475266,0.629394,-0.309555,0.282449
0.020000,21.909626,9.555612,19.661307,4.487709,0.622169,-0.361264,0.272886
0.020000,21.996413,9.579445,19.751307,4.499981,0.613589,-0.429024,0.263082
0.020000,22.083666,9.602476,19.841548,4.512067,0.604294,-0.464756,0.253041
0.020000,22.171378,9.624679,19.932027,4.523940,0.593667,-0.531349,0.242767
0.020000,22.259543,9.646024,20.022738,4.535577,0.581814,-0.592637,0.232266
0.020000,22.348150,9.666483,20.113677,4.546949,0.568597,-0.660816,0.221541
0.020000,22.437191,9.686028,20.204838,4.558023,0.553707,-0.744549,0.210598
0.020000,22.526653,9.704633,20.296214,4.568791,0.538402,-0.765223,0.199445
0.020000,22.616523,9.722269,20.387798,4.579218,0.521343,-0.852945,0.188087
0.020000,22.706253,9.738816,20.479041,4.562141,-0.853844,-68.759370,0.176601
0.020000,22.794616,9.754065,20.568710,4.483461,-3.933989,-154.007238,0.165155
0.020000,22.880773,9.767927,20.655976,4.363284,-6.008856,-103.743374,0.153871
0.020000,22.964550,9.780447,20.740682,4.235327,-6.397828,-19.448566,0.142790
0.020000,23.045902,9.791693,20.822809,4.106318,-6.450453,-2.631277,0.131932
0.020000,23.124792,9.801737,20.902335,3.976302,-6.500809,-2.517788,0.121316
0.020000,23.201181,9.810649,20.979242,3.845379,-6.546131,-2.266071,0.110960
0.020000,23.275038,9.818502,21.053515,3.713662,-6.585891,-1.988040,0.100880
0.020000,23.346331,9.825366,21.125138,3.581118,-6.627182,-2.064542,0.091092
0.020000,23.415032,9.831314,21.194096,3.447927,-6.659539,-1.617829,0.081610
0.020000,23.481118,9.836415,21.260378,3.314097,-6.691529,-1.599524,0.072444
0.020000,23.544564,9.840738,21.323972,3.179680,-6.720805,-1.463787,0.063608
0.020000,23.605353,9.844350,21.384868,3.044794,-6.744298,-1.174662,0.055109
0.020000,23.663466,9.847319,21.443057,2.909456,-6.766904,-1.130265,0.046957
0.020000,23.718889,9.849707,21.498532,2.773736,-6.786005,-0.955057,0.039160
0.020000,23.771609,9.851576,21.551285,2.637649,-6.804372,-0.918375,0.031724
0.020000,23.821616,9.852986,21.601311,2.501308,-6.817030,-0.632884,0.024656
0.020000,23.868898,9.853994,21.648604,2.364668,-6.832033,-0.750146,0.017959
0.020000,23.913450,9.854653,21.693160,2.227811,-6.842821,-0.539416,0.011639
0.020000,23.955265,9.855016,21.734977,2.090827,-6.849234,-0.320659,0.005698
0.020000,23.994337,9.855130,21.774049,1.953629,-6.859860,-0.531308,0.000140
0.020000,24.030664,9.855041,21.810376,1.816350,-6.863968,-0.205401,6.278153
0.020000,24.064242,9.854792,21.843956,1.678960,-6.869500,-0.276588,6.273368
0.020000,24.095070,9.854421,21.874785,1.541492,-6.873422,-0.196106,6.268971
0.020000,24.123144,9.853966,21.902864,1.403921,-6.878501,-0.253934,6.264965
0.020000,24.148466,9.853459,21.928190,1.266328,-6.879671,-0.058512,6.261350
0.020000,24.171034,9.852930,21.950765,1.128715,-6.880651,-0.048995,6.258127
0.020000,24.190848,9.852405,21.970586,0.991047,-6.883392,-0.137049,6.255296
0.020000,24.207908,9.851908,21.987653,0.853352,-6.884765,-0.068650,6.252858
0.020000,24.222214,9.851460,22.001966,0.715655,-6.884840,-0.003768,6.250813
0.020000,24.233767,9.851076,22.013525,0.577961,-6.884721,0.005984,6.249162
0.020000,24.242567,9.850771,22.022330,0.440271,-6.884486,0.011752,6.247904
0.020000,24.248613,9.850555,22.028381,0.302508,-6.888168,-0.184112,6.247039
0.020000,24.251908,9.850435,22.031677,0.164839,-6.883454,0.235713,6.246568
0.020000,24.253002,9.850395,22.032773,0.054764,-5.503720,68.986706,6.246411
0.020000,24.253138,9.850390,22.032908,0.006775,-2.399450,155.213477,6.246392
0.020000,24.253138,9.850390,22.032908,0.000000,-0.338757,103.034666,6.246392
